,company names,phones,urls,emails
57,"MARSEIN, S.A.",977245880,www.marsein.com,marsein@marsein.com
58,"REHABILITACIONES Y CONSTRUCCIONES TUDIC, S.L.",916856297,www.tudic.es,info@tudic.es
59,"INCOGA NORTE, S.L.",981174186,www.incoga.com,incoga@incoga.com
60,"OBRES I CONTRACTES PENTA, S.A.",934607510,www.oic-penta.com,construccions@oic-penta.com
61,"IBER STEEL, S.L.",962653002,www.plafesa.es,administracion@ibersteel.es
62,"PANIKER, S.L.U.",936402116,www.paniker.com,paniker@paniker.com
63,"ECOCIUDAD ZARAGOZA, S.A.",976539809,www.ecociudad-zaragoza.es,atencionciudadana@ecociudad-zaragoza.es
64,COPCISA INDUSTRIAL - GRUPO,937454400,www.copcisaindustrial.com,copcisa@copcisa.com
65,"CISA CERRADURAS, S.A.U.",976889230,www.cisa.com,cisaspain@allegion.com
66,"BOSTIK, S.A.U.",935860200,www.bostik.com,xavier.bonals@bostik.com
67,"MATECO ALQUILER DE MAQUINARIA, S.L.U.",not found,not found,not found
68,"HIERROS ISAGA, S.A.",955675566,www.isaga.es,hierros.isaga@isaga.es
69,"ORTIZ LEON ARQUITECTOS, S.L.",914350398,mailto:ol@ortizleon.com?subject=Contacto desde https://empresite.eleconomista.es,ol@ortizleon.com
70,HIEMESA - GRUPO,932237520,www.hiemesa.com,recepcion.barcelona@hiemesa.com
71,"ALAS IBERIA, S.L.",985989600,www.alasiberia.com,info@alasiberia.com
72,"ALTERNA RECURSOS ENERGETICS, S.L.",935455830,www.alternaenergia.com,not found
73,"CONSTRUCCIONES Y EXCAVACIONES ERRIBERRI, S.L.",948712033,www.erriberrisl.com,info@erriberrisl.com
74,"CALERAS DE SAN CUCAO, S.A.",985770133,www.caleras.com,ffernandez@ctv.masaveu.com
75,"INDUSTRIAS SAMBARA, S.L.",916580445,www.industrias-sambara.com,info@industrias-sambara.com
76,"ELECTROMAT BALEAR, S.L.",971420099,web.electromat.com,ventas@electromat.com
77,"GOODMAN REAL ESTATE SPAIN, S.L.",914141550,www.goodman.com,info-es@goodman.com
78,SINELEC - GRUPO,956318951,www.gruposinelec.com,sur@gruposinelec.com
79,"HORMICON, S.A.",937354242,mailto:josepmaria.hernandez@hormiconsa.com?subject=Contacto desde https://empresite.eleconomista.es,josepmaria.hernandez@hormiconsa.com
80,"SCP POOL DISTRIBUTORS SPAIN, S.L.",916169560,www.scpeurope.es,at.cliente@scppool.com
81,"SILVER SANZ, S.A.",934739085,www.silversanz.com,silversanz@silversanz.com
82,"ELCOM AIR, S.L.",965369483,www.elcomair.es,administracion@elcomair.es
83,"ALU STOCK, S.A.",945290097,www.alu-stock.es,alu-stock@alu-stock.es
84,"TARKETT FLOORS, S.L.",914951400,www.tarkett.es,credito@tarkett.com
85,"WEIDMULLER, S.A.",934803386,www.weidmuller.com,joseluis.arranz@weidmueller.com
86,"ESSAN, S.L.",921427161,www.essan.es,segovia@essan.es
87,"SADIMA, S.A.",985573111,www.sadima.com,hierros@sadima.com
88,"CENTRAL DE COMPRAS PYMA, S.L.",913055804,www.pyma.com,administracion@pyma.com
89,"ALGECO CONSTRUCCIONES MODULARES, S.L.",918235423,www.algeco.es,dpto.comercial@as.algeco.com
90,"ASCENSORES GA LO, S.L.",938796136,not found,not found
91,"ACCIONA MANTENIMIENTO DE INFRAESTRUCTURAS, S.L.",not found,http://www.acciona-infraestructuras.com,not found
92,"INMESOL, S.L.U.",968380300,www.inmesol.com,inmesol@inmesol.com
93,"PROFILTEK SPAIN, S.A.",962602062,www.profiltek.com,atclien@profiltek.com
94,"MUNTANER ELECTRO, S.L. ",933237160,www.muntanerelectro.com,muntaner@muntanerelectro.com
95,"INNOVIA COPTALIA, S.A.",913342695,www.innoviacoptalia.es,info@innoviacoptalia.com
96,"TAMALSA EUROPA, S.L.",961500866,www.tamalsa.com,admon@tamalsa.com
97,"TRANSGRUAS CIAL, S.L.",938498388,www.transgruas.com,info@transgruas.com
98,"GRUPO GESCO, S.L.",not found,www.grupovima.com,info@grupovima.com
99,"STULZ TECNIVEL, S.L.",915571130,www.stulztecnivel.es,info@stulztecnivel.com
100,"ROSA GRES, S.L.",935863063,www.rosagres.com,rosagres@rosagres.com
101,"ELECTRO PLA GRANOLLERS, S.A.",938443300,www.electropla.cat,electropla@electropla.cat
102,"PACADAR, S.A.",915297900,www.pacadar.com,pacadar@pacadar.com
103,"VEOLIA SERVICIOS LECAM, S.A.U.",not found,not found,not found
104,"GUARDIAN INDUSTRIES NAVARRA, S.L.U.",948817209,mailto:justyna.dasilva@kochind.com?subject=Contacto desde https://empresite.eleconomista.es,justyna.dasilva@kochind.com
105,"AIZKIBEL, S.A.",943334457,www.calcinor.com,admin.aizkibel@calcinor.com
106,"VSL CONSTRUCTION SYSTEMS, S.A.",938467007,mailto:vsl@vsl.com?subject=Contacto desde https://empresite.eleconomista.es,vsl@vsl.com
107,"MAS VILANOVA, S.L.",932521800,www.vertis.es,info@vertix.es
108,"TRANSFEL, S.A.",935864644,www.grup-puigfel.es,recepcio@puigfelsa.es
109,"TRANE AIRE ACONDICIONADO, S.L.",914288200,www.trane.eu/es,cfsiber@trane.com
110,"CERAMICAS TESANY, S.L.",964672812,www.stnceramica.es,amartinez@cerviplana.es
111,"HIERROS HUESCA, S.A.",974211577,www.grupohierrosalfonso.com,info@hierroshuesca.com
112,"HIERROS AYORA, S.L.",976501100,www.hierrosayora.es,comercial@hierrosayora.es
113,"PAVIMARSA, S.A.",918650211,www.pavimarsa.es,info@pavimarsa.es
114,"E. SAINZ HIERROS, S.A.",916331746,www.hierrossainz.com,comercial@hierrossainz.com
115,"ALMACENES TAMARAN, S.L.",928182224,www.almacenestamaran.com,apulido@tamaran.es
116,"SANTANDREU SUREDA, S.L.",971569121,www.santandreusureda.com,info@santandreusureda.com
117,"PEFIPRESA, S.A.",917109000,www.pefipresa.com,info.madrid@pefipresa.com
118,"PLACAS MURCIA, S.L.",968306868,www.placasmurcia.com,placas@placasmurcia.com
119,"PRODWARE SPAIN, S.A",917994660,www.prodwaregroup.com,ma.bullon@prodware.es
120,"SAITEC, S.A.",944646511,www.saitec.es,saitec@saitec.es
121,"VENTAS INTERNACIONALES, S.A.",937704307,www.ventasinternacionales.com,visa@ventasinternacionales.com
122,"GRUPO DE EMPRESAS AZVI, S.L.",954999320,www.azvi.es,groupoazvi@groupoazvi.es
123,SUFEALSA - GRUPO,not found,http://www.grupo-rmg.com,not found
124,"TOUZA ARQUITECTOS, S.L.P.",915559055,www.touza.com,contabilidad@touza.com
125,"SIDERACERO DISTRIBUIDORA ANDALUZA DE HIERROS, S.A.",956676290,www.sideracero.com,sideracero@sideracero.com
126,"GRUMELEC, S.L.",932174550,www.grumelec.com,alfredo@grumelec.com
127,"SIBER ZONE, S.L.",938616261,www.siberzone.es,siber@siberzone.es
128,"EXTRULINE SYSTEMS, S.L.",968400827,www.caudal.es,info@caudal.es
129,"FIRE CONSULT, S.L.",916016763,www.fireconsult.es,fireconsult@fireconsult.es
130,"ROYCLE, S.L.",954100461,www.roycle.com,roycle@roycle.com
131,"PLASSON SPAIN, S.L.",not found,not found,not found
132,"VINK PLASTICS SPAIN, S.L.",931907959,www.sertplastics.es,sertplastics@sertplastics.es
133,"PROBISA PRODUCTOS BITUMINOSOS, S.L.",917082954,www.probisa.com,buzon@eurovia-es.com
134,"LAMS EUROPA, S.L.",913457385,www.lamseuropa.es,le@lamseuropa.com
135,"LAFERMU, S.L.",916049746,www.lafermu.es,lafermu@yahoo.es
136,"GOA-INVEST, S.A.",981185400,www.inditex.com,not found
137,"NUMA INDUSTRIAL, S.A.U.",938854003,www.numaindustrial.es,numa@numaindustrial.es
138,"MONELEG, S.L.",956401892,www.moneleg.es,info@moneleg.es
139,"CONSTRUCCIONES ITURRIOZ, S.A.",943187556,www.construccionesiturrioz.com,iturrioz@construccionesiturrioz.com
140,"J. VIQUEIRA LAGO CONSTRUCCIONES, S.A.",986294400,www.grupoviqueira.com,info@grupoviqueira.com
141,"CONSTRUCCIONS DEUMAL, S.A.",938711284,www.deumal.com,deumal@deumal.com
142,"JARAMA SOLARCO, S.L.",914990290,www.jarama.es,jfernandez@jaramasolarco.es
143,"PROIESCON, S.L.",914377737,www.proiescon.es,info@proiescon.es
144,"KURSAAL REHABILITACIONES INTEGRALES, S.L.",938144624,www.rehabilitacionesintegralesochoassl.negocio.site,not found
145,"HIJOS DE TERRATS CONSTRUCCIONES, S.A.",954616900,www.hterrats.es,administracion@hterrats.es
146,"CONSTRUCCIONES Y OBRAS VEROSA, S.L.",952640622,not found,not found
147,"HIDALGO NAVARRO HINACO, S.L.",974403755,www.hinaco.es,hinaco@hinaco.es
148,"CONSTRUCCIONES HERMANOS SASTRE, S.A.",983354233,mailto:hermanossatre@telefonica.net?subject=Contacto desde https://empresite.eleconomista.es,hermanossatre@telefonica.net
149,"MATUTE Y BARRENO, S.L.",not found,www.matuteybarreno.com,info@matuteybarreno.com
150,"HIJOS DE ANTONIO INIESTA, S.L.",not found,mailto:hainiesta@bigmat.es?subject=Contacto desde https://empresite.eleconomista.es,hainiesta@bigmat.es
151,"CAMPON GIBELLO, S.L.",927290542,www.campongibello.com,almacen@campongibello.com
152,"CANTELEC BURGOS, S.A.",947221001,mailto:cantebur@cantelec.es?subject=Contacto desde https://empresite.eleconomista.es,cantebur@cantelec.es
153,"AGLOMERADOS MALLORCA, S.A.",971426160,www.aglomsa.net,aglomsa@aglomsa.com
154,"SIERRA DE GATA MORALEJA, S.L.",927515274,mailto:sierragatamoraleja@gmail.com?subject=Contacto desde https://empresite.eleconomista.es,sierragatamoraleja@gmail.com
155,"VIDAL OBRAS Y SERVICIOS, S.A.",976226884,www.vidalobras.com,vidal@vidalobras.com
156,"PROMOTORA CONSTRUCTORA PEDROARENA, S.L.",948312884,www.pedroarena.com,pedroarena@pedroarena.com
157,"UCEDA OROZCO HERMANOS, S.L.",925530554,www.ucedaorozco.com,contabilidad@ucedaorozco.com
158,"CONSTRUCCIONES MENCHERO, S.L. - GRUPO",918957701,www.grupomenchero.com,herminia@grupomenchero.com
159,"VILLAS DON QUIJOTE, S.A.",966760296,https://ranking-empresas.eleconomista.es/ranking_empresas_nacional.html,not found
160,"ANGILFER, S.A.",not found,mailto:faromar@faromar.net?subject=Contacto desde https://empresite.eleconomista.es,faromar@faromar.net
161,"JUVENTINO ALVAREZ, S.L.",987311231,www.juventinoalvarez.com,info@juventinoalvarez.es
162,"ALMACENES SINFO, S.L.",924780188,www.bigmat.es,sinfoceramica@bigmat.es
163,"JUMELA SANCHO, S.L.",925353767,www.jumelaromero.es,catering@jumelaromero.es
164,"CERCAMA, S.L.",925360383,www.cercama.com,pedidos@cercamasl.es
165,"PAVITEC 2000, S.L.",943131088,www.pavitec2000.com,pavitec@pavitec2000.com
166,"OPTIMER SYSTEM, S.A.",918880738,www.optimersystem.com,comercial@optimersystem.com
167,"MAHER GONZALEZ IGLESIAS, S.L.",985545319,www.maher.es,maher@maher.es
168,"VALFORTEC, S.L.",964062901,www.valfortec.com,valfortec@valfortec.com
169,"CONSTRUCCIONES ALCOCEBRE, S.A.",not found,not found,not found
170,"CONSTRUCCIONES INGLES E HIJOS, S.L.",not found,not found,not found
171,"CABERO EDIFICACIONES, S.A.",983101959,mailto:cabero@caberoedificaciones.com?subject=Contacto desde https://empresite.eleconomista.es,cabero@caberoedificaciones.com
172,"RESIDENCIAL PLAYA FLAMENCA, S.L.",966760296,www.residencialplayaflamenca.com,not found
173,"FOMENTO DE INMUEBLES LASA, S.L.",914585200,www.filasa.es,filasa@filasa.es
174,"MONLUX, S.A.",918845232,www.monlux.es,monlux@monlux.es
175,"CONSTRUCCIONES SEVILLA NEVADO, S.A.",927230639,www.sevillanevado.com,administracion@sevillanevado.com
176,"SOCIEDAD AZUCARERA LARIOS PATRIMONIO, S.L.",952120225,www.salsa.es,info@salsa.es
177,"TRASEIRA, S.L.",982242341,www.traseira.com,traseirasl@hotmail.com
178,"COMUCA, S.L.",981539659,www.comuca.com,comuca@comuca.com
179,"ALCASA CASTILLA, S.L.",923282456,mailto:alcasa@alcasacastilla.es?subject=Contacto desde https://empresite.eleconomista.es,alcasa@alcasacastilla.es
180,"AURIA LUX INDUSTRIAL, S.L.",988105224,www.aurialux.com,administracion@aurialux.com
181,"ALMACENES JUL, S.L.",982375017,mailto:almacenesjul@hotmail.es?subject=Contacto desde https://empresite.eleconomista.es,almacenesjul@hotmail.es
182,"AMALIO MATERIALES DE CONSTRUCCION, S.L.",924236722,www.gamma.es,administracion@amalio.net
183,"ALMACENES GALLEGO ESTEBAN, S.L.",923460093,www.bigmat.es,gallegoesteban@bigmat.es
184,"AIRIS TECHNOLOGY SOLUTIONS, S.L. - AIRIS SOLUCIONES LED",949349100,www.airisled.es,administracion1@airissoluciones.es
185,"CALEFACCIONES ALCALDE, S.A.",923244361,www.bricoalcalde.com,info@calefaccionesalcalde.com
186,"MATERIALES Y HORMIGONES EL CANO, S.L.",924124040,mailto:materialeselcano@hotmail.com?subject=Contacto desde https://empresite.eleconomista.es,materialeselcano@hotmail.com
187,"ALBA DISMELEC, S.L.",987805600,www.albadismelec.es,comercial@albadismelec.es
188,"INJAR, S.A.",928268650,www.grupocobra.com,injarlp@grupocobra.com
189,"GERMAN IGLESIAS, S.L.",981691755,www.germaniglesias.com,jesus@germaniglesias.com
190,"MORFISA, S.L.",986297118,www.morfisapinturas.com,morfisa@gmail.com
191,"CASA SEVERON, S.L.",985630520,www.casaseveron.es,oficina@casaseveron.es
192,"TXIMELA ENPRESA TALDEA, S.L. - GRUPO",943335986,www.tximela.com,fmf@tximela.com
193,"MAQUINARIA Y RECAMBIOS DE LEVANTE, S.L.",968124100,www.maquinariayrecambios.es,myr@auto-industria.com
194,"NOBELEK NERVION, S.L.",not found,https://ranking-empresas.eleconomista.es/ranking_empresas_nacional.html,not found
195,"GRUPO IRACO ADVANCED COATING SYSTEMS, S.L.",981940951,www.grupoisonor.es,administracion@grupoisonor.es
196,"AMARGANT PINEDA, S.L.",937600112,www.amargant.com,amargant@amargant.com
197,"SUMINISTROS GARCICHAO, S.L.",983100983,www.grupochao.com,info@grupochao.com
198,"TURQUEPLAST, S.L.",983396822,www.turqueplast.es,turqueplast@forel.es
